essays_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score,word_count,reading_ease,nouns,verb,adjectives,adverbs,jaccard
8863,4,The author concludes story gardens grow snow ground So figurers snow melted try grow another one I feel happy enough grow another garden I think interested growin disappointed,0,0,0,28,60,11,9,2,1,0.25
8864,4,The narrater Paragraph becuse makes sence go ss along together The narrater says guiss come hibicus budding becuse ones agian spring,0,0,0,21,75,9,4,3,3,0.38
8865,4,The author concludes story passage show importance inspiration Saeng gets hibiscus plant Saeng throughout story comforted hibiscus plant reminded home The plant winter metaphorically explains CAPS attitude towards new country driving test hibiscus plant winter beautiful bitter cold adapts survives returns beautiful state spring Saeng bitter new country driving test adapting inspired beautiful state hibiscus spring try test In conclusion author ended story way stress importance relationship Saeng hibiscus plant,3,2,3,70,50,44,10,10,1,0.31
8866,4,The author ended story paragraph shows change The snow melting represents change cold warm The geese returning represents new life coming back something semi new Just like author going back drivers ed The hibiscus budding represents growth The author older knolageble skilled,1,2,2,42,75,15,13,5,3,0.33
8867,4,The author concludes story paragraph Winter Hibiscus takes us back things happened story Saeng failed test In spring hibiscus budding Saeng realized many things thought strange almost familiar The calls snow geese almost familiar The snow melting tell spring Some things might happen result spring coming might PERSON past test Her mother proud Also Saeng start become customed new country new surrounding stopremenising life back Vietnam,2,2,2,66,80,25,15,12,5,0.42
8868,4,The reason author concludes story paragraph author wanted tell saeng take test The author told time season spring In spring snows melted geese hibiscus budding And paragraped make reader understand easyer This author include paragraph story,1,1,1,36,80,21,8,2,0,0.31
8869,4,The story ended author saying come back saeng vowed silently spring snows melt geese return hibiscus budding I take test The author concludes story paragraph Saeng upset spending NUM plant felt different plant home She stating going take test buying one geese return Hibiscus budds,0,0,0,45,65,21,13,5,2,0.38
8870,4,I believe author concludes story paragraph paragraph helps bring story closing In paragraph basically saying geese return flower budding I prepared enough take test She prepared adapted enough experienced enough like plant geese She Is comparing life lives geese life flower,2,1,2,41,75,16,11,6,4,0.24
8871,4,The author would conclude story paragraph failed test wants pass It makes wonder pass,1,1,1,14,85,5,4,1,0,0.22
8872,4,In story Winter Hibiscus Minfong Ho concludes story good ending In story girl buys Hibiscus remainds home She goes home tells mother failed test bought plant While planting seen geese reminded home America like home happier In text says many things thought strange become almost familiar She willing give test another try sure pass America starting feel little like home,2,2,2,60,80,24,12,12,3,0.28
8873,4,The author concludes story paragraph story started Saeng failing test going buying plant comfort confessing mom The plant related memories homeland failed test felt depressed sad She cried show pain bought plant cheer As told mom felt pain mother made favorite food helped plant plant She knew like old plant thought memories knew give came right time going try test It relates helps readers understand story little better shows going quit Her mother understanding goes retake test prepared That relates back story,2,2,2,82,80,33,26,12,1,0.36
8874,4,I think concluded story paragraph cause thing story report geese left come back leave I think I take test means,0,0,0,20,70,11,7,1,1,0.29
8875,4,The author concludes story paragraph every thing starts coming back take test That author concludes story parigraph,1,1,1,17,70,8,5,0,1,0.38
8876,4,The author concludes story paragraph show sense determination Saeng posesses When Saeng comes back shows mother hibiscus plant upset tears eyes Her mother first disappointed buying plant understanding realizes Saeng distraught The mother offers help Saeng plant hibiscus comforts Saeng little bit helping gain determination needs recover The story says Almost reluctantly realized many things thought strange become quiet repetition season upon season almost familiar This quote states Saeng realizes things home things new country The author uses term familiar express Saeng starting accept fact things MONTH different eventually get used making view life positive,2,2,2,95,40,43,21,17,6,0.41
8877,4,Why author concludes story paragraph paragraph lot said main part story For example names talks seasons comparisions differences talks abouts different buddings like get mids nuggets headies plant Because hibiscus new form nice CAPS,0,0,0,34,70,22,3,4,0,0.33
8878,4,He states conclusion shows faith flower bring luck coming test She feels like familiar flower place relate somethings,1,1,1,18,80,8,4,3,0,0.38
8879,4,I believe author concludes story Saeng shows reminded home I believe thought could pass test flower blooming reminded home For example Saeng mumbled Not like kind This suggest probably home sick Then spring comes blooms flower could give strength pass test This I believe author ended paragraph,2,1,2,47,75,25,12,1,3,0.31
8880,4,The arthur uses Saeng got confidence back planting hibiscus everything happened year So shes ready arthur wanted reader figure,1,1,1,19,70,7,5,4,2,0.37
8881,4,author concludes story way Saeng failed test hibiscus comforts feels similar geese For example Saeng says I I failed test She admitted failing test upset wants take test CAPS Saeng says And rich sweet scent familiar describing hibiscus The familiarity plant comforts allow build courage take test Finally one point Saeng thinks quiet repetition season opon season almost familiar Like geese Saeng feels similar geese way allows decide take test snow melts geese return The author concludes story strongly describing Saeng failed test hibiscus comforts feels similar geese,2,3,3,88,55,43,22,12,3,0.37
8882,4,I think author ends story paragraph reminded homeland going home The reason I say geese returning home wants Also hibiscus budding wild like back home,1,1,1,25,75,11,8,2,2,0.31
8883,4,I think author concludes story paragraph teaching Saeng confident vow silently In order teach lessons fact failed test middle passage Saeng tells mother snow gone spring time retake test failed Her mother upset found Saeng failed test first time,1,1,1,39,60,19,9,6,3,0.28
8884,4,They probably ended like build suspense leave reader good note someone MONTH think things going get better Saeng MONTH get license They MONTH get money,1,1,1,25,65,11,7,3,1,0.47
8885,4,In Winter Hibiscus Minfong Ho main character saeng undergos many obstacles tries adapt new country different home The author chooses end story When come back saeng vowed silently spring snow melt geese return hibiscus budding I take test CAPS author meant end story fashion ensure reader saeng found new hope symbolized hibiscus flower Now along budding new hope flower also carries sentimental value home Sometimes best way overcome obstacles embrace greenhouse leaves room start anew,2,3,3,75,15,36,16,14,6,0.41
8886,4,The author concludes story paragraph snow fail give From expressed paragraph implied Saeng become stronger spring able pass test,1,1,1,19,30,9,5,3,0,0.3
8887,4,The author concludes story paragraph things routins things survive The geese fly CAPS warm months die cold The flower dies winter brought back life spring This pertains Saeng geese flowr come back take test trying fit new country That auther chose end story,2,1,2,43,80,16,11,9,2,0.39
8888,4,In story Winter Hibiscus author ends last specified paragraph When came back I take test leaves many un answered questions reader might The reader might want read next piece work Basically last paragraph drows attention reader many unanswered questions revolve around I failed test We also know gentle grandmother mrs Lambert home Another reason author might end story paragraph effect reader The reader left assume imagine things come Will pass test Will go home What happen All know snow melts geese return hibiscus budding I take test likely author ended story paragraph dramatic effect reader This I believe author Winter Hibiscus ended specified paragraph,1,2,2,104,70,44,22,19,4,0.32
8889,4,I think ended story like means getting used seasons In spring snow melts geese return hisbiiscus budding I take test She take test cold anymore wait geese come spring I think also trying say snow melts geese taken test pass This I think ended like mean something,1,1,1,47,65,17,14,9,2,0.31
8890,4,The author concludes story paragraph shows everything changing adapting change Saeng decides change also adapt new life going back passing drivers test The hibiscus also represents something also homeland come america must survive When begins bud Saeng begin start adapting america passing drivers test It trying become accustomed changes When Saeng feels bad failing something past comfort,2,2,2,57,70,20,20,7,4,0.27
8891,4,By ending story idea retaking test spring author sets feeling starting fresh perservering example author says snow melts geese return hibiscus budding show idea starting fresh new life spring returning home hibiscus starting fresh budding This spring saeng wants start fresh retake test The paragraph also shows saeng like hibiscus perservering The hibiscus perservering making winter blooming saeng perservering retaking test The author ends paragraph show saeng going give,3,3,3,69,65,29,23,10,1,0.3
8892,4,The author concluded story specific paragraph Saeng feels comfortable taking test explained happens Saeng misses came alot She promised would take test happens With Saeng saying makes wonder wont take test snow melts geese return hibiscus budding It makes feel really comfortable happen,1,1,1,43,80,18,12,6,2,0.21
8893,4,The concluding paragraph explains next goal She take test failed Paid nineteen dollars plant It reminded old home She confident spring plant grew new home grow new home also,2,2,2,29,90,11,7,6,1,0.28
8894,4,The author concludes story par paragraph She take test spring best She said I I failed test Saeng said By failing test mean end everthing She confidence next time take test,1,1,1,31,90,14,8,4,0,0.32
8895,4,The author concludes story winter hibiscus paragraph story several relevant reasons By concluding story way shows Saeng growth willingness strive best When says take test shows gain confidence beginning gain comfort place home country She striving working toward best become successful And making best given situation The author trying give depth meaning study way Saeng went nervous worried saying I I failed test setting goal take time bud blooms next year Basically author full circle ending story way From speaking test sharing flower experience mother state take test next year,3,2,3,90,75,41,23,13,2,0.3
8896,4,The auther concludes paragraph shows despite sorrow discomfort Saeng able remain hopeful In story Saeng sees hibiscus makes homesick native country Vietnam The reader also leans failed test feels place However hibiscus symbolizes hope comfort The auther chooses conclude paragraph despite Saeng hardships hibiscus helps realize overcome obstacles hopeful future,2,2,2,50,60,17,13,12,2,0.36
8897,4,The author concludes story paragraph saeng mother go back home flowers beautiful flowers living She wants plant flowers going remind home In story saeng mother said flowers pretty strong enough make cold months winter hibiscus mother wanted know thing maths plant last threw winter,1,1,1,44,65,24,10,5,2,0.3
8898,4,The author concludes story paragraph author wanted show cause saeng failed test mean giving said snows melt geese return hibiscus budding take author means right failed time study learn get ready take And time ready take test snow went away every hot birds come back flower growing fine take And author ended lets us know going take use words let us know take pass,2,1,2,64,55,24,24,7,3,0.33
8899,4,The author concludes story hibiscus started budding happy So saying geese come back snow melt,0,0,0,15,75,4,5,3,1,0.34
8900,4,The reason author story Winter hibiscus ends way know never give She fails driving test first time less year taking test matter many time I fail test I never give We need preserve every problem go life If give never get anything done life She vows spring hibiscus budding take test I hope I pass driving test first time like I learner permit test Also give anything even something small like working stop working loose job Never give,1,2,2,78,85,28,24,10,6,0.33
8901,4,author added sentence story show much Saeng cared snow plants She says much rather gardening school work She loves planting new things,0,0,0,22,90,9,6,3,2,0.32
8902,4,The reason author concludes story paragraph shows saeng starting expect new place Throughout story says feels place like winter hibiscus Then later story says many things thought strange become quite repetition season upon season almost familiar That quote means things thought strange getting used slowly means adapting So reason says last paragraph show everything changes back spring geese come back hibiscus budding take test therefore author puts conclusion story shows adapt well hibiscus,3,2,3,73,55,24,23,11,10,0.32
8903,4,The writer leaves reader sense hope future concluding paragraph Even though narrator buys plant sadness fails driving test missing home still symbol hope She means flower blooming hope also try maybe time success Right MONTH sad scary knows things work fine She finally settling new life says many things thought strange become almost familiar She means even though misses homeland much slowly getting used new home new life And maybe spring happy comfortable comfortable enough try driving test The hibiscus represents longing past hope future,3,2,3,85,75,29,21,17,9,0.46
8904,4,I think author concludes story paragraph shows saeng comfortable surrounded things homeland She thinks ready take test sees ducks hibiscus begins bud Narrator says A saebya ledges tall high surrounded garden CAPS evidence Saeng hibiscus Vietnam story well reminds The narrator also says Overhead flock CAPS geese faint looks clear yes familiar Saeng CAPS proves geese symbolize CAPS home also,2,2,2,60,60,24,15,11,5,0.43
8905,4,I belive author concludes quote assortment reasons One show charecter going give failing end This shows sorting like morale never giving It feels character referring hibiscus sensely The hibiscus budding means branch learn By spring time would learned enough experienced enough try pass test The hibiscus also reminds home When look find courage pull face challenges like test The ending quotealso wraps story It also shows charecters giving always try,2,2,2,70,75,27,16,7,7,0.28
8906,4,The author uses concluding paragraph draw whole story together She speaks driving test geese hibiscus plant three subjects found story says snow melts geese return referring geese mentioned says She lifted head watched distinctive V etched evening sky She went change much like geese every winter She realizes many things thought strange befere become familiar We go changes Saeng bigger one,1,2,2,61,70,15,20,12,4,0.36
8907,4,The author concludes story paragraph author wrote thing paragraph wrote story added little details problems things,0,0,0,16,55,10,4,1,0,0.3
8908,4,The author concludes story paragraph show Saeng respectful feelings miss homeland First example Saeng vowed silently shows respect miss homeland It tells want try failure past The last example want overcome failure past The last line paragraph say I take test It says want another Chance life These example author concludes story paragraph,1,1,1,53,80,24,12,5,2,0.29
8909,4,The author concluded story paragraph make clean slate like started So past longer haunts Saeng sounds bit relief takes mom plate I believe feels better end paragraph sounds sure She sounds certain sounds want start says snows melt geese return hibiscus budding I take test To sounds like brand new person Who forgotten past,1,2,2,54,85,20,14,12,2,0.27
8910,4,The author ends story paragraph plant noticed coming home felling driving test So says everything right She take test The driving test important pas though wants go take plant bought budding best point,1,1,1,33,85,13,12,3,1,0.33
8911,4,The author concludes story paragraph shows much Saeng grow experience determined This last paragraph afters sudden happy ending rather sad story gives reader role knowing mom character confident enough try The whole story filled sadness Saeng family move new country start However one thing acts escape gardening In Vietnam seemed nice garden enjoyed much Now LOCATION garden plants remind homeland life used Although saddened passing driving test Saeng finds plant makes happy seems rejuvinate passing test The final paragraph seals deal shows confident happy memories thinking,3,2,3,86,70,28,23,21,6,0.41
8912,4,The author used last paragraph hibiscus symbol saeng It shows ready spring comes When plant ready bud faith taking test She probably want take care plant takes test When plant bads saeng take care anymore,1,1,1,35,90,15,9,4,2,0.24
8913,4,I think author concludes story paragraph Saeng saying good time came back around try test She failed example page NUM top She I I falled test thats think author concludes Story important Saeng past test good time season Spring,1,1,1,39,20,20,9,3,2,0.32
8914,4,Winter Hibiscus girl saeng moved Vietnam ORGANIZATION After fails driver test She walks home finds hibiscus She closed eyes breathed deeply The familiar fragrance filled lungs saeng could almost feel light strands grandmother long gray hair She goes flower shop see purchased She pays lot money plant rare valuable It special used hibiscus plants Vietnam She brings plant home tells mom reminds Vietnam The mom says reminds Vietnam The mom happy much saeng paid She plants garden When hibiscus lowered ground flock geese flew When hibiscus returns spring saeng take driver test In spring flowers start bud bloom Everything new saeng new chance pass test,2,2,2,105,85,44,22,15,5,0.44
8915,4,I think included compareing slef flower When grows like flower go prove past test She saying always second chance She want tell everyone miss misake For example said many things thought strangely season seson,2,1,2,34,80,13,9,4,2,0.21
8916,4,The author concludes story like wants every body know feels hibiscus She felt like hibiscus wondeful plant She described smooth cool toward end first page When first plant back Vietnam thought grew wildly Then saw United States suprised grew pot For example desribed smell hibiscus sweet scent CAPS concluded story like felt plant,0,0,0,53,85,19,12,8,5,0.39
8917,4,The author concludes story statement shows Saeng passion gardening How willing take test see plants grow spring comes around hibiscus starts bud attempt grow shows anxious Saeng gardening try get hibiscus grow spring,0,0,0,33,60,15,10,5,1,0.33
8918,4,The author concludes story mean everything back normal beautiful Saeng take test She show Saeng spring person likes working garden spring Also means Saeng feels better school spring time The author concludes story mean everything back normal beautiful Saeng take test She show Saeng spring person likes working garden spring Also means Saeng feels better school spring time,1,1,1,58,75,28,12,8,6,0.35
8919,4,Change disappointment enough come Some people arid fear change For Saeng main character winter Hibiscus change comes form move LOCATION Everything around different new Coupled disappointment failing driver exam feeling living helpless overwhelms After buying winter hibiscus plant vows take test blooms spring The resiliance winter flower memories represents inspire seng try,2,3,3,52,75,29,11,7,1,0.42
8920,4,I think author wanted express Saeng took vowed express way felt When statement made also I think make readers feel interest mainly help understand,0,0,0,24,75,8,9,3,2,0.21
8921,4,For shadowing future reference continus behavoir reasons last paragraph Well shadowing telling something says going future She telling plants future refrencing plans future keeping behavior says something next year I said continus behavior She said come back Saeng vowed silently spring shows melt geese return hibiscus buddin I take test So For shadowing future reference continus behaviors good reasons I thing says good three things best describe said said snow going next year,1,2,2,73,60,29,21,13,5,0.23
8922,4,I believe author concludes story like show sense continuation life In story Saeng takes test fails She goes buys hibiscus plant well paid Her test try get memories real home Saeng cries thinks To Saeng plant represents memories life longer however want back Her vowe geese come flying back go back greenhouse reminds much home try say home without breaking without something extremely expensive,2,2,2,64,80,28,17,4,7,0.29
8923,4,In Winter hibiscus CAPS Ho narrator never clearly indicates test Saeng failed However subject matter word choice clear test important Saeng mother also new life LOCATION Throughout story saeng longing homeland powering The flood memories came back purchases hibiscus obviously painful part everyday life Saeng working working hard keep memories Vietnam alive knowing must learn live CAPS customs lifestyle There somethings dosent need change like passing test Saeng realizes use memories keep spirits alive use motivation This last sentance story impowering learned use NUM things together memory change hibiscus budding I take test,3,2,3,93,65,46,19,13,7,0.48
8924,4,The author chose conclude story paragraph show girl adapted new country Saeng missed home It hard say country home without crying It like wind She also spent MONEY plant remind back home One could inter adapted familiar season change states geese return going take test,1,2,2,45,85,18,12,5,3,0.38
8925,4,The author concludes story paragraph makes Saeng feel home For example say snow melt geese return hibiscus budding I take test I think author says thing sentence remind home For example plant geese things home winter feel better take test,1,1,1,40,65,21,10,4,1,0.27
8926,4,The reason author ended Saeng vowed iS commited She failed first time know really want pass waiting snow melt CAPS geese return hibiscus buddin CAPS come back,1,1,1,27,70,10,8,5,2,0.39
8927,4,I think author concluded story like throw whole Story plot winter She might wanted try different season see might better whot setvation That I think author concluded story like,0,0,0,29,65,11,7,5,0,0.3
8928,4,I think author finish story paragraph following reasons Saeng really means take test spring I say says snow melt geese return meaning next spring take test She saying confidence started add For example added hibiscus budding Saeng determined past test saying This last paragraph meant,1,1,1,45,80,19,14,7,1,0.27
8929,4,The author concludes story spring snows melts geese return hibiscus budding I take test saying new year For example failed first time wait tries Another example want try get driving license,1,1,1,31,70,14,9,5,0,0.29
